35680	2217	0
42514	2761	0
15162	990	0
35298	2274	0
29800	1865	0
40255	2606	0
74532	4805	0
37464	2396	0
31030	1993	0
24843	1627	0
36172	2375	0
39552	2560	0
72545	4597	0
75352	4871	0
18031	1119	0
36961	2503	1
43621	2992	1
15694	1042	1
36231	2487	1
29945	2014	1
40588	2805	1
75255	5062	1
37709	2643	1
30899	2126	1
25486	1784	1
37497	2641	1
40398	2766	1
74105	5047	1
76725	5312	1
18317	1215	1
